"","name","iata_code","icao_code"
"2303","Thomas Cook Airlines",NA,"TCX"
"2304","Trans Caribbean Air Export Import","CB*",NA
"2305","Trans North Turbo Air","7T","TNT"
"2306","Transair","T4*","RDS"
"2307","Trenitalia","7T*",NA
"2308","Trustco Group International",NA,"TUS"
"2309","Tunisavia",NA,"TAJ"
"2310","U.S. Forest Service",NA,"XCN"
"2311","UAS Cranwell",NA,"UAS"
"2312","Ulendo Airlink","W4",NA
"2313","Union Flights",NA,"UNF"
"2314","Valan",NA,"VLN"
"2315","Valkyrie Aero",NA,"DWG"
"2316","VLM Airlines","VO","WLM"
"2317","Volare Aviation",NA,"VLZ"
"2318","Vostok Airlines",NA,"VTK"
"2319","Welcome Air","2W","WLC"
"2320","West Wind Aviation",NA,"WEW"
"2321","White Sparrow",NA,"SOW"
"2322","Zas Air",NA,"AZJ"
"2323","ZEN Flight",NA,"THO"
"2324","Swiss Air Force",NA,"SUI"
"2325","Air Taurus",NA,"AIT"
"2326","Oxford Aviation Academy",NA,"OXF"
"2327","SITA","XS","SIT"
"2328","North American Airlines",NA,"NAO"
"2329","Epsilon Aviation",NA,"GRV"
"2330","Trans-Eastern Airlines",NA,"TRE"
"2331","Airshows America ""The Patriots""",NA,"PTJ"
"2332","247 Jet Ltd",NA,"TWF"
"2333","Aban Air",NA,"ABE"
"2334","Aberdair Aviation",NA,"BDV"
"2335","AC Aviation",NA,"ACJ"
"2336","AD Astra",NA,"ADC"
"2337","Advance Aviation",NA,"AAX"
"2338","Advanced Flight Training",NA,"ADV"
"2339","Aeolus Air",NA,"AAZ"
"2340","Aerial Surveys",NA,"SUY"
"2341","Aeroclub De Alicante",NA,"LUE"
"2342","AeroDesierto",NA,"DTO"
"2343","Aerohelicopteros",NA,"ARH"
"2344","Aerospace Consortium",NA,"AKQ"
"2345","AeroSpatialle",NA,"SQU"
"2346","Aerostar",NA,"UAR"
"2347","Aerotaxi",NA,"ITE"
"2348","Africa's Connection STP",NA,"ACH"
"2349","Aim Aviation",NA,"AIF"
"2350","Aircompany Grodno",NA,"GRX"
"2351","Airfast Indonesia",NA,"AFE"
"2352","Airlift",NA,"ALI"
"2353","Airnimbus",NA,"NIM"
"2354","Airservices Australia, Flight Inspection Unit",NA,"ADA"
"2355","Airstream",NA,"AQS"
"2356","Airtraffic",NA,"ATY"
"2357","Airways International",NA,"AWB"
"2358","Al Jabeer",NA,"LJB"
"2359","Alexandria Airlines","DQ","KHH"
"2360","Alfa Air",NA,"AFA"
"2361","ALSA Grupo","5I*",NA
"2362","Altius Aviation",NA,"STY"
"2363","Altyn Air","QH","LYN"
"2364","American Jet",NA,"AJB"
"2365","Anda Air","DM","SSV"
"2366","Antrak Air","O4","ABV"
"2367","Apollo Air Services",NA,"EDY"
"2368","Arabasco Air Services",NA,"AAP"
"2369","Arc En Ciel",NA,"JMS"
"2370","Archer Daniels Midland",NA,"GFE"
"2371","Ariella",NA,"RIE"
"2372","Armavia","U8","RNV"
"2373","Armenian Helicopters",NA,"KAV"
"2374","Aspen Helicopters",NA,"AHF"
"2375","Asta","0A*","SUL"
"2376","Audeli Air Express",NA,"ADI"
"2377","Avangard Aviation",NA,"FBR"
"2378","AvFinity",NA,"AFV"
"2379","Avianca Argentina","VM","MCJ"
"2380","Avianca Peru","T0","TPU"
"2381","AviaStar",NA,"DEK"
"2382","AVIATECA, S.A.","GU",NA
"2383","Babcock Mission Critical Services France","HN","PTH"
"2384","Baden Aircraft Operations",NA,"BAO"
"2385","Baseops International","3Y","XBO"
"2386","BCA Charters",NA,"HFD"
"2387","Bek Air",NA,"BEK"
"2388","Belle Air","LZ","LBY"
"2389","Bellesavia",NA,"BLC"
"2390","Benair Norway",NA,"HAX"
"2391","Bereitschaftpolizei Rheinland-Pfalz",NA,"SRP"
"2392","Air Berlin","AB","BER"
"2393","Berry Aviation",NA,"BYA"
"2394","Bestfly Aircraft Management Aruba",NA,"BFY"
"2395","Blue Wing Airlines",NA,"BWI"
"2396","Boeing Commercial Airplane Group",NA,"BOE"
"2397","Brava Linhas Aereas",NA,"NHG"
"2398","Bravo Air",NA,"BRZ"
"2399","Bridger Aerospace",NA,"BGR"
"2400","Bristow Helikopter",NA,"NOR"
"2401","Bukovyna","BQ*","BKV"
"2402","Business Airfreight",NA,"RLR"
"2403","Business Aviators",NA,"OTA"
"2404","BVI Airways",NA,"BVI"
"2405","CAA Airworthiness Division",NA,"BBN"
"2406","CAE Aviation",NA,"LXC"
"2407","Air Caledonie International","SB",NA
"2408","Cathay Dragon","KA","HDA"
"2409","Cello Aviation",NA,"CLJ"
"2410","Central Flying Service",NA,"CHA"
"2411","Aero-Charter","DW","UCR"
"2412","China General Aviation","LL",NA
"2413","Choice Airways",NA,"CSX"
"2414","City Airways",NA,"GTA"
"2415","Cobra Aviation","0C",NA
"2416","Commercial Aviation Services","7U",NA
"2417","Congressional Air",NA,"CGA"
"2418","Consorcio Helitec",NA,"VCH"
"2419","Corporate Jet",NA,"PHJ"
"2420","Air Costa","LB*","LEP"
"2421","Coulson Aviation",NA,"CUL"
"2422","Courier Services",NA,"CSD"
"2423","DEER JET CO. LTD",NA,"DER"
"2424","Deraya Air Taxi",NA,"DRY"
"2425","Dominican Wings",NA,"DWI"
"2426","Air Eagle",NA,"EGA"
"2427","Eagle Express",NA,"EES"
"2428","Easycharter",NA,"LOL"
"2429","EgyptAir Express",NA,"MSE"
"2430","EJME (Portugal) Aircraft Management",NA,"JME"
"2431","Eldinder Airlines",NA,"DND"
"2432","Elimediterranea",NA,"MEE"
"2433","Envirotainer AB","PC*",NA
"2434","EURO LINK",NA,"EUL"
"2435","European Coastal Airlines","WL*","ECB"
"2436","Excelair",NA,"VDC"
"2437","Excellent Air",NA,"ECA"
"2438","Air Excursions","X4",NA
"2439","Execuflight",NA,"EFT"
"2440","Executive Aircraft Services",NA,"ESM"
"2441","Executive Jet Charter",NA,"EXJ"
"2442","Express Tours",NA,"XTO"
"2443","FEDERAL EXPRESS CORPORATION",NA,"FDX"
"2444","FFL Fachschule Fuer Luft-Fahrzeugfuehrer",NA,"FFE"
"2445","Fine Air Services",NA,"FBF"
"2446","Firehawk Helicopters",NA,"HWK"
"2447","Fleet Air International",NA,"FRF"
"2448","FlightExec",NA,"FEX"
"2449","Fly Sky Airlines",NA,"FSQ"
"2450","Fly Sky Airlines",NA,"FSU"
"2451","Fly Tyrol",NA,"FTY"
"2452","FlyGAC",NA,"GCW"
"2453","Fonnafly",NA,"NOF"
"2454","Fuerza Aerea Mexicana",NA,"FAM"
"2455","GECAS",NA,"GCC"
"2456","General Aviation Services",NA,"GNZ"
"2457","Georgian International Airlines","4L","GIL"
"2458","Ghadames Air","0G","GHT"
"2459","Global Jet Austria",NA,"GLJ"
"2460","Air Go Egypt",NA,"AGY"
"2461","Grafair Flight Management",NA,"GFM"
"2462","Great Lakes Jet Express","4A","DYN"
"2463","Green Flag Aviation",NA,"GNF"
"2464","Gulf Wings",NA,"GWC"
"2465","H H Helicopters",NA,"HHH"
"2466","Hai Au Aviation",NA,"HAI"
"2467","HASA - Hispanica De Aviacion",NA,"HSH"
"2468","Hebei Tonghe General Aviation",NA,"EJE"
"2469","Heli Bernina",NA,"HEB"
"2470","Heli Air",NA,"HLY"
"2471","Heli Union Heli Prestations",NA,"HLU"
"2472","Heliair Sweden",NA,"SWC"
"2473","Heliejecutivo",NA,"HEE"
"2474","Heliscan",NA,"HSE"
"2475","Heliswiss International",NA,"HSI"
"2476","Heron Luftfahrt",NA,"HRN"
"2477","Heston Airlines",NA,"HST"
"2478","HNZ Global",NA,"CDN"
"2479","Homer Air","HB*",NA
"2480","HOP!-BRIT AIR","DB","BZH"
"2481","IBS Software Services Americas","V1",NA
"2482","Imperialjet Europe",NA,"JTI"
"2483","Air Independence",NA,"DLY"
"2484","Indonesia Air Transport",NA,"IDA"
"2485","Infinity Flight Group",NA,"IFG"
"2486","International Airport Orenburg","07","ORG"
"2487","International Flight Resources",NA,"IFR"
"2488","Iran Helicopter Company",NA,"IHC"
"2489","Iraq Gate",NA,"IGC"
"2490","ISLAND AVIATION",NA,"DQA"
"2491","Island Air Express","I4",NA
"2492","Island Wings",NA,"IWL"
"2493","ISLENA DE INVERSIONES, S.A.",NA,"ISV"
"2494","ITA Software","1U",NA
"2495","Air ITM",NA,"MQT"
"2496","IZAir","4I","IZM"
"2497","JAL Express","JC","JEX"
"2498","Janair",NA,"JAX"
"2499","Jet Executive International Charter",NA,"JEI"
"2500","Jet Air Group",NA,"JSI"
"2501","Jet Technics",NA,"JTW"
"2502","Jetcall",NA,"JCL"
"2503","Junkanoo Air",NA,"JKN"
"2504","Jupiter Jet Airlines","IM*","AMA"
"2505","K5-Aviation",NA,"KAY"
"2506","Karinou Airlines",NA,"KRN"
"2507","Katmai Air","KT*",NA
"2508","Kazaviaspas","ZS*","KZS"
"2509","Air Key West",NA,"KWX"
"2510","Kingfisher Air Services",NA,"BEZ"
"2511","KN Helicopters",NA,"SHW"
"2512","KS Avia",NA,"KSA"
"2513","Kush Aviation",NA,"KUH"
"2514","Kustbevakningen",NA,"KBV"
"2515","Labcorp",NA,"SKQ"
"2516","Layang-Layang Aerospace",NA,"LAY"
"2517","Let's Fly",NA,"LLY"
"2518","LET'S FLY S.R.O.",NA,"LTF"
"2519","LEVEL","EC","BOS"
"2520","Lexair Corporate Aviation",NA,"LEX"
"2521","Lignes Aeriennes Congolaises","4V","LCG"
"2522","Aero Link Air Services",NA,"ARK"
"2523","LON Aviation",NA,"LON"
"2524","M&N Aviation",NA,"WYM"
"2525","Management Unit Of North Sea Mathematical Models",NA,"BCG"
"2526","Mayo Clinic",NA,"MAO"
"2527","MCC Aviation",NA,"MCC"
"2528","McCall Air / Salmon Air",NA,"MKL"
"2529","Medair Charter",NA,"MDX"
"2530","Megaviation",NA,"ARM"
"2531","Air Memphis",NA,"MHS"
"2532","Mena Aerospace",NA,"MEN"
"2533","Merpati",NA,"MNA"
"2534","Metro Business Aviation",NA,"MVI"
"2535","Metrojet","7K","KGL"
"2536","Miami Air International","LL*","BSK"
"2537","Midwest Aviation",NA,"DZR"
"2538","Mira Vista Aviation",NA,"MVJ"
"2539","Mjet",NA,"MJF"
"2540","MN Airlines LLC","SY",NA
"2541","Moskovia Airlines","3R","GAI"
"2542","Mountain Crest Farm",NA,"RGL"
"2543","Multiple Solutions Limited","2W",NA
"2544","Air Muskoka",NA,"AMS"
"2545","NASA",NA,"NAS"
"2546","Native American Air Ambulance",NA,"NVT"
"2547","Naysa","ZN","NAY"
"2548","Nayzak Air Transport",NA,"NZA"
"2549","Newcastle Aviation",NA,"APX"
"2550","Nexus Aviation",NA,"NXS"
"2551","NHV - Noordzee Helikopters Vlaanderen",NA,"NHX"
"2552","Air Niamey",NA,"AWN"
"2553","Nok Mini Airlines","5E*","SGN"
"2554","Nomad Aviation",NA,"NUM"
"2555","Northern Helicopter",NA,"NHC"
"2556","Nusantara Air Charter",NA,"SJK"
"2557","NZ Warbirds Association",NA,"WAR"
"2558","OK Business Aircraft",NA,"NTF"
"2559","Omni Aviation Training Center",NA,"ONI"
"2560","Omni Taxi Aereo",NA,"OMI"
"2561","Orca Air",NA,"ORK"
"2562","Oscar Jet",NA,"OSJ"
"2563","Ouibus","O8",NA
"2564","Package Express",NA,"RCY"
"2565","Paklook Air","K2",NA
"2566","Palestinian Airlines",NA,"PNW"
"2567","Panama Airways","8A",NA
"2568","Pannon Air Service",NA,"PHU"
"2569","PAWA Dominicana","7Q","PWD"
"2570","Petro Air",NA,"PEO"
"2571","Pilot Training Network",NA,"PTO"
"2572","Air Pohang",NA,"KAB"
"2573","Polish Navy",NA,"PNY"
"2574","Polo Aviation",NA,"CUK"
"2575","Pouya Air Lines",NA,"PYA"
"2576","Air Prague",NA,"PRG"
"2577","Primera Air Nordic",NA,"PRW"
"2578","Privajet",NA,"PVJ"
"2579","PTL Luftfahrtunternehmen",NA,"KST"
"2580","R Airlines",NA,"RCT"
"2581","R1 Airlines",NA,"TSH"
"2582","Radixx Solutions International","1D",NA
"2583","Real Aeroclub Zaragoza",NA,"RAZ"
"2584","Renfe Viajeros","4R",NA
"2585","Aero Republica S.A.","P5",NA
"2586","Rostvertol-Avia Airline",NA,"RVT"
"2587","Royal Airlines","R0","RPK"
"2588","RUS Aviation","R4*","RLB"
"2589","Russian Sky Airlines","P7","ESL"
"2590","RVL Aviation",NA,"REV"
"2591","Ryukyu Air Commuter",NA,"RAC"
"2592","Sabah Air",NA,"SAX"
"2593","Sakhaviatrans",NA,"SVT"
"2594","Salair",NA,"SIR"
"2595","Sarah Airways",NA,"SRA"
"2596","Sardinian Sky Service",NA,"SSR"
"2597","Schweitzer Engineering",NA,"BEN"
"2598","Secure Air Charter",NA,"JCM"
"2599","Sepahan Airlines",NA,"SPN"
"2600","Serair Transworld Press",NA,"SEV"
"2601","Private Airline Services",NA,"NUA"
"2602","Servicios Aereos De Los Andes",NA,"AND"
"2603","SetAir",NA,"KOC"
"2604","Shanghai Airlines Cargo International","F4*","SHQ"
"2605","Sheremetyevo-Cargo",NA,"SHO"
"2606","Shuttle America","S5","TCF"
"2607","Sino-Lac Air","HQ",NA
"2608","SKA Air And Logistics",NA,"UGS"
"2609","Sky Gabon",NA,"SKG"
"2610","Sky Line Airlines",NA,"SLX"
"2611","Sky Wings Flight Support Services",NA,"SWJ"
"2612","Skylink Express",NA,"SLQ"
"2613","Skytraders",NA,"SND"
"2614","Slok Air International","S0*","OKS"
"2615","Aero Slovakia",NA,"ASO"
"2616","Smart Jet",NA,"SAH"
"2617","Snowbird Airlines",NA,"SBW"
"2618","Soko Aviation",NA,"OKT"
"2619","Solenta Aviation Mozambique","FW*","MFJ"
"2620","Sonoco ThermoSafe","YZ",NA
"2621","Southern Cross Aviation",NA,"SXA"
"2622","Southwest Aircraft Charter",NA,"CAK"
"2623","Sriracha Aviation",NA,"KBN"
"2624","Star Air","6S*","URJ"
"2625","Star Jet",NA,"CHJ"
"2626","Starbow","S9","IKM"
"2627","Stockmeier Urethanes",NA,"WVU"
"2628","Suasa Airlines",NA,"SSB"
"2629","SUN AIR EXPRESS, LLC (FT. LAUDERDALE, FL)",NA,"FDY"
"2630","Sunair Aviation",NA,"SAV"
"2631","Sunsplash Aviation","YH",NA
"2632","Air Support",NA,"CPU"
"2633","SW Helicopter Services",NA,"AZH"
"2634","SW Italia","IU*","CSW"
"2635","Swift Copters",NA,"WFC"
"2636","Swiftair Hellas",NA,"MDF"
"2637","Syphax Airlines","SO*","SYA"
"2638","T-air",NA,"TTV"
"2639","Tam Aviacao Executiva",NA,"TVE"
"2640","Tamir Airways",NA,"TMI"
"2641","Tara Air","TB",NA
"2642","Tarco Aviation","3T","TQQ"
"2643","Tempus Jets",NA,"TPJ"
"2644","Thai Express Air",NA,"TXZ"
"2645","Thomas Cook Airlines Balearics","H5","CTB"
"2646","Thrust Flight",NA,"TRF"
"2647","TL Aviation",NA,"TLI"
"2648","Trabajos Aereos Espejo",NA,"EPJ"
"2649","Transafric Uganda",NA,"TKU"
"2650","Transmandu",NA,"TMD"
"2651","Air Transport",NA,"EAT"
"2652","Travira Air",NA,"TVV"
"2653","Trend Aviation",NA,"TDA"
"2654","TUIFLY GMBH, LANGENHAGEN",NA,"TUI"
"2655","Turtle Airways",NA,"TLT"
"2656","Tyumenspecavia",NA,"TUM"
"2657","UK HEMS",NA,"HLE"
"2658","Ukraine Air Enterprise",NA,"UKN"
"2659","Ultraair",NA,"ULA"
"2660","Universal Airways","UV","UVA"
"2661","UZ Aero Tech Group",NA,"UAT"
"2662","Valair-Aviacao",NA,"VVV"
"2663","VECA","VU*","VAR"
"2664","Veteran Air",NA,"VPB"
"2665","Aero Vision",NA,"AOV"
"2666","VLM Airlines","HQ*","TCW"
"2667","Wataniya Airways","KW","WAN"
"2668","Weathernews",NA,"WNI"
"2669","Wermlandsflyg",NA,"BLW"
"2670","Wijet",NA,"WJT"
"2671","Wilderness Air South Africa",NA,"WLD"
"2672","Wisman Aviation",NA,"WSM"
"2673","Wright Air Service","8V","WRF"
"2674","Yellow Wings Air Serivces",NA,"ELW"
"2675","Yute Air Alaska","4Y","TUD"
"2676","Zephyr Aviation",NA,"MBG"
"2677","Zorex",NA,"ORZ"
"2678","Travelspan GT Inc","9T",NA
"2679","Air 1st Aviation Companies Of Oklahoma",NA,"RUF"
"2680","ARKHANGELSK 2 AVIATION DIVISION",NA,"OAO"
"2681","223rd Flight Unit, State Airline",NA,"CHD"
"2682","224th Flight Unit",NA,"TTF"
"2683","AIRLINES 400 JSC (RED WINGS AIRLINES)",NA,"RWZ"
"2684","43 Air School",NA,"PIU"
"2685","BELTON PARK 59 (PTY) T/A BELTON AIR",NA,"BLN"
"2686","AAC - Angola Air Charter",NA,"AGO"
"2687","AASANA",NA,"XXV"
"2688","Abu Dhabi Amiri Flight",NA,"AUH"
"2689","ACA-Ancargo Air Sociedade De Transporte De Carga",NA,"NCL"
"2690","Academy Airlines",NA,"ACD"
"2691","Accent Airways",NA,"BAK"
"2692","Ace Air",NA,"ATZ"
"2693","ACERO TAXI, S.A. DE C.V.",NA,"ARO"
"2694","ACG","6U","ACX"
"2695","ADI Shuttle Group",NA,"TEC"
"2696","Adria Airways Switzerland",NA,"DWT"
"2697","Advisors Aviation",NA,"BKM"
"2698","Aegle Aviation (Aruba)",NA,"AEL"
"2699","Aerius Management",NA,"JCY"
"2700","AEROANDINAS, C.A.",NA,"ARD"
"2701","Aerobona",NA,"BOC"
"2702","Aerocare",NA,"SYD"
"2703","Aerocaribe Cord",NA,"AOB"
"2704","Aerodan",NA,"ROD"
"2705","Aerodiplomatic",NA,"ADP"
"2706","Aerodis Aviacion",NA,"DIS"
"2707","AEROECOM, C.A.",NA,"ERO"
"2708","Aeroejecutivos Colombia",NA,"AJS"
"2709","Aeroeste",NA,"ROE"
"2710","AEROEXPRESO BOGOTA",NA,"ABO"
"2711","Aerofrisco",NA,"FCO"
"2712","Aerojobeni",NA,"JOB"
"2713","Aerokaluz",NA,"KLZ"
"2714","Aerokuzbass",NA,"NKZ"
"2715","Aerolineas Centauro",NA,"CTR"
"2716","AEROLINEAS CENTRALES, S.A. DE C.V.",NA,"ALT"
"2717","Aeromega",NA,"OMG"
"2718","AEROMET SERVICIOS LTDA.",NA,"ARS"
"2719","Aeronautical Web Academy",NA,"WEY"
"2720","Aeronor",NA,"ONO"
"2721","AEROPOSTAL ALAS DE VENEZUELA",NA,"ALV"
"2722","Aeropycsa",NA,"PYC"
"2723","Aerosafin",NA,"FIC"
"2724","Aeroservicio Sipse",NA,"PSE"
"2725","Aeroservicios Dimamicos",NA,"DMI"
"2726","Aeroservicios Ejecutivos Corporativos",NA,"EJP"
"2727","Aeroservicios Kratos",NA,"KTO"
"2728","Aeroservicios De Nuevo Leon",NA,"NUL"
"2729","AeroStan",NA,"BSC"
"2730","Aerosucre",NA,"KRE"
"2731","Aerotaxi Villa Rica",NA,"VRI"
"2732","Aerotaxis Metropolitanos",NA,"MTB"
"2733","AEROTAXIS TUCAN, S.A. DE C.V.",NA,"ERA"
"2734","Aerotecnica Jet Services",NA,"AJQ"
"2735","Aerotours GmbH",NA,"ATU"
"2736","Aerotransportes Corporativos",NA,"CRP"
"2737","Aerotransportes Internacionales De Torreon",NA,"RRE"
"2738","Aerotucan",NA,"RTU"
"2739","Aerovitro",NA,"VRO"
"2740","Aerovuelox",NA,"VUO"
"2741","Aerowest",NA,"AWH"
"2742","AHS Air International",NA,"AHS"
"2743","Airailes",NA,"EOL"
"2744","Aircompany Barcol",NA,"BKL"
"2745","Aircompany Rosavia",NA,"URA"
"2746","Aircraft VIP Services",NA,"VPX"
"2747","Airfutures Airlines",NA,"AFD"
"2748","Airjet Exploracao Aerea De Carga",NA,"MBC"
"2749","Airshop","FF*",NA
"2750","Ak Bars Aero",NA,"BGM"
"2751","AK-Air",NA,"NTX"
"2752","Al-Naser Wings",NA,"NAD"
"2753","ALAS DEL SUR",NA,"ALS"
"2754","Alba Servizi Aerotrasporti",NA,"AFQ"
"2755","Air Alpha",NA,"DBA"
"2756","Alpine Flightservice",NA,"FSE"
"2757","Altagna",NA,"AGH"
"2758","Amaszonas Del Uruguay",NA,"BQB"
"2759","Amerer Air",NA,"AMK"
"2760","The Amiri Flight - Bahrain",NA,"BAH"
"2761","Antair",NA,"TIR"
"2762","Apexair",NA,"XAI"
"2763","APOYO LOGISTICO AEREO, S.A. DE C.V.",NA,"APA"
"2764","Apoyo Aereo",NA,"POY"
"2765","Air Archipels",NA,"RHL"
"2766","Arm-Aero",NA,"RMO"
"2767","Art Aviation Flugbetriebs",NA,"OES"
"2768","Aero Asahi",NA,"AKF"
"2769","Asia Airways",NA,"ASW"
"2770","Asia Overnight Express","OE*","AOT"
"2771","Asia Sky Lines",NA,"LIC"
"2772","ASL",NA,"BNJ"
"2773","ASL Airlines Spain","PV","PNR"
"2774","Atlantic Coast Aircraft Services",NA,"BKS"
"2775","Air Atlantique",NA,"AAG"
"2776","Atlantique Air",NA,"TLB"
"2777","Atlantis Helicopters De Mexico",NA,"AHM"
"2778","AIR ATTACK TECHNOLOGIES",NA,"MGT"
"2779","Atuneros Linidos De California",NA,"UND"
"2780","AUO Aeroclub Aist-M",NA,"ISM"
"2781","Avcenter",NA,"TTE"
"2782","Avcon Jet",NA,"VAJ"
"2783","AVEMEX, S.A. DE C.V.",NA,"AVM"
"2784","Aves Flight Share",NA,"AVF"
"2785","AVEX AIR TRANSPORT (PTY) LTD T/A AVEX AIR",NA,"AVE"
"2786","AVIA JAYNAR, AIR COMPANY LLC",NA,"SAP"
"2787","Avialift Valdivostok",NA,"VLV"
"2788","Avianca Express","EX",NA
"2789","Aviation Defense Service",NA,"DEF"
"2790","Aviation Legere De L'armee De Terre",NA,"FMY"
"2791","Aviatis",NA,"TIS"
"2792","AVIC - International Flight Training Academy (AIFA)",NA,"AVQ"
"2793","Aviofun",NA,"AFU"
"2794","Avionord",NA,"VND"
"2795","AX Transporter",NA,"AXT"
"2796","Aya Aviation",NA,"AYC"
"2797","Babcock Mission Critical Services Portugal",NA,"BBO"
"2798","Badlands Aviation",NA,"BXX"
"2799","BAe Systems (Corporate Air Travel)",NA,"BAE"
"2800","BANGKOK AVIATION CENTER CO., LTD",NA,"HAW"
"2801","Barents AirLink","8N","NEF"
"2802","Aero Barloz",NA,"BLZ"
"2803","Beijing Capital Airlines Helicopter General Aviation Services",NA,"BSH"
"2804","Beijing City International Business Jet",NA,"CWR"
"2805","Beijing Eofa International Jet",NA,"OUF"
"2806","Beijing Tianxinai General Aviation",NA,"VGB"
"2807","Belair Airlines","4T","BHP"
"2808","Belle Air Europe","L9",NA
"2809","Bentiu Air Transport",NA,"BNT"
"2810","Berniq Airways","NB","BNL"
"2811","Aero-Beta",NA,"ABA"
"2812","Aero Biniza",NA,"BZS"
"2813","Air Bishkek",NA,"EAA"
"2814","Blue Bird Aviation",NA,"BBY"
"2815","Blue Bird Aviation",NA,"BLB"
"2816","BlueWest Helicopters",NA,"BWD"
"2817","Boniair",NA,"BOA"
"2818","Bornfly",NA,"BOF"
"2819","Brazilian Navy Aviation",NA,"MBR"
"2820","British Airways Shuttle",NA,"SHT"
"2821","Broadland Balloon Flights",NA,"HOT"
"2822","Burundayavia",NA,"BRY"
"2823","Business Aviation Asia",NA,"UNA"
"2824","BVG Viajes",NA,"BVG"
"2825","S.A.C.","FP*","AND"
"2826","C&I Corporation",NA,"CIJ"
"2827","CAA","BU",NA
"2828","Cabi",NA,"CBI"
"2829","Aereo Cabo",NA,"CBV"
"2830","California Pacific Airlines","8N*","DYN"
"2831","CALIMA DE AVIACION S.L.",NA,"CMV"
"2832","Canadian Airways Congo",NA,"TWC"
"2833","Canadian Armed Forces",NA,"CFC"
"2834","Canadian Coast Guard",NA,"CTG"
"2835","CanJet Airlines","C6","CJA"
"2836","CAPITAL AIRCRAFT GROUP",NA,"CGP"
"2837","Carpatair Flight Training",NA,"SMW"
"2838","CASS Professional Services",NA,"CPS"
"2839","CAT ISLAND AIR",NA,"CIS"
"2840","Catalina Flying Boats",NA,"CBT"
"2841","CEMEX OPERACIONES MEXICO S.A. DE C.V.",NA,"VME"
"2842","Center Vol",NA,"CVO"
"2843","Cesszani Aviation",NA,"CEZ"
"2844","Challenge Aero Ukraine",NA,"CLO"
"2845","Channel Island Aviation",NA,"CHN"
"2846","Chantilly Air",NA,"WML"
"2847","Aero Charter, Inc.",NA,"GLT"
"2848","Charterlines","CQ*",NA
"2849","Chevron U.S.A.",NA,"CVR"
"2850","Chilchota Taxi Aereo",NA,"CCH"
"2851","Chilejet","H8*",NA
"2852","CHIM-NIR AVIATION",NA,"ETN"
"2853","China Air Cargo","ZY","CHY"
"2854","Civil Aviation Authority Of The Czech Republic",NA,"CAA"
"2855","Click Airways","4C*","CGK"
"2856","CMC Electronics",NA,"CMC"
"2857","COBREX Trans",NA,"CBX"
"2858","Air Columbus",NA,"CBS"
"2859","Comercial De Aviacion (Comeravia)",NA,"CVV"
"2860","Comercializacion De Aviacion Ejecutiva",NA,"CVJ"
"2861","COMERCIALIZACION INDUSTRIAL GLOBAL, S.A. DE C.V.",NA,"CGB"
"2862","Commandement Du Transport Aerien Militaire Francais",NA,"CTM"
"2863","Community Airlines",NA,"CML"
"2864","Connect Linhas Aereas",NA,"CNT"
"2865","Constanta Airline",NA,"UZA"
"2866","Airline Container Leasing","JG*",NA
"2867","Convers Avia Airline",NA,"CVS"
"2868","Aero Copter",NA,"PTE"
"2869","Corporacion Aeroangeles",NA,"CPG"
"2870","Corporacion Aereo Cencor",NA,"CNC"
"2871","Air Corporate",NA,"CPV"
"2872","Corporate Flight International",NA,"VHT"
"2873","Cosmo Airlines",NA,"KOM"
"2874","Course-S",NA,"KRS"
"2875","Coval Air",NA,"CVL"
"2876","Cranfield University",NA,"CFD"
"2877","Croatian Air Force",NA,"HRZ"
"2878","Crow Executive Air",NA,"CWX"
"2879","CSM SERVICIOS, S.A. DE C.V.",NA,"CSM"
"2880","Czech Air Force",NA,"CEF"
"2881","D.E.T.A. Air","9D*","DET"
"2882","Daedalos Flugbetriebs",NA,"IAY"
"2883","Daimler-Chrysler",NA,"DCX"
"2884","Danbury Airways",NA,"DSA"
